,BYND.O,GTLB.O,MCD,LEVI.K,PLTR.K,TSLA.O,XOM
,BID,BID,BID,BID,BID,BID,BID
Timestamp,,,,,,,
2022-01-26 09:30:00+00:00,62.0,50.0,245.01,20.65,13.42,952.5,75.3
2022-01-26 09:00:00+00:00,62.01,40.21,245.01,20.62,13.42,946.32,75.37
2022-01-26 01:00:00+00:00,,,248.53,18.6,,,
2022-01-26 00:30:00+00:00,60.11,53.5,248.53,,13.12,921.5,74.78
2022-01-26 00:00:00+00:00,60.11,53.5,248.53,20.8,13.06,919.01,74.89
2022-01-25 23:30:00+00:00,60.85,55.0,250.68,20.61,13.13,922.2,75.0
2022-01-25 23:00:00+00:00,61.0,55.0,248.91,20.61,13.02,922.0,74.75
2022-01-25 22:30:00+00:00,60.1,53.65,248.79,20.61,12.83,906.4,74.55
2022-01-25 22:00:00+00:00,60.01,53.5,248.58,20.61,12.81,907.5,74.6
2022-01-25 21:30:00+00:00,59.09,53.5,248.7,20.61,12.8,903.0,74.68
2022-01-25 21:00:00+00:00,60.4,53.5,250.25,20.6,12.89,908.02,74.8
2022-01-25 20:30:00+00:00,61.15,55.69,250.69,20.99,13.05,918.4,74.92
2022-01-25 20:00:00+00:00,60.43,56.06,250.74,21.15,13.21,927.42,74.75
2022-01-25 19:30:00+00:00,61.67,57.18,252.29,21.34,13.47,947.6,75.06
2022-01-25 19:00:00+00:00,61.24,55.75,251.56,21.15,13.33,944.34,74.87
2022-01-25 18:30:00+00:00,61.03,55.56,251.43,21.09,13.18,929.2,74.72
2022-01-25 18:00:00+00:00,60.08,54.56,250.38,20.93,13.08,920.02,74.41
2022-01-25 17:30:00+00:00,59.21,54.62,249.43,20.78,12.96,911.8,74.19
2022-01-25 17:00:00+00:00,59.55,55.18,250.12,20.92,12.96,909.44,74.55
2022-01-25 16:30:00+00:00,59.5,54.55,248.71,21.04,12.88,906.91,74.1
2022-01-25 16:00:00+00:00,60.15,56.31,249.91,21.08,13.01,914.5,73.88
2022-01-25 15:30:00+00:00,60.06,57.62,249.27,20.98,12.89,922.55,73.16
2022-01-25 15:00:00+00:00,60.8,58.15,248.78,21.18,13.19,925.49,72.46
2022-01-25 14:30:00+00:00,60.26,59.0,248.41,20.95,13.03,918.49,71.71
2022-01-25 14:00:00+00:00,60.54,57.44,249.4,21.15,13.08,914.0,72.42
2022-01-25 13:30:00+00:00,60.11,,250.51,21.0,13.0,905.0,72.68
2022-01-25 13:00:00+00:00,60.08,56.33,249.87,21.11,12.99,901.0,72.19
2022-01-25 12:30:00+00:00,60.5,,248.2,21.11,13.0,900.0,72.21
2022-01-25 12:00:00+00:00,60.94,54.0,248.03,21.0,13.06,903.1,72.28
2022-01-25 11:30:00+00:00,60.01,,244.29,20.0,13.02,907.01,72.15
2022-01-25 11:00:00+00:00,61.5,40.21,244.29,20.0,13.08,910.07,72.22
2022-01-25 10:30:00+00:00,60.61,40.21,244.29,21.09,13.05,906.0,72.15
2022-01-25 10:00:00+00:00,60.61,,246.66,,13.21,912.0,72.49
2022-01-25 09:30:00+00:00,60.41,,,20.98,13.2,912.0,72.57
2022-01-25 09:00:00+00:00,61.5,40.21,244.72,21.16,13.21,912.0,72.12
2022-01-25 01:00:00+00:00,,,,21.45,13.19,,72.42
2022-01-25 00:30:00+00:00,60.1,57.0,248.03,21.45,13.22,910.0,72.51
2022-01-25 00:00:00+00:00,61.51,54.0,253.4,21.45,13.18,912.31,72.7
2022-01-24 23:30:00+00:00,61.73,59.22,252.93,,13.31,919.5,72.51
2022-01-24 23:00:00+00:00,62.02,59.22,252.9,21.45,13.33,912.0,72.75
2022-01-24 22:30:00+00:00,62.02,59.22,252.85,21.45,13.36,921.4,72.77
2022-01-24 22:00:00+00:00,62.02,60.12,252.85,21.45,13.33,922.03,72.78
2022-01-24 21:30:00+00:00,62.02,,252.65,21.45,13.5,926.25,72.8
2022-01-24 21:00:00+00:00,62.02,54.54,252.63,21.45,13.45,926.5,72.7
2022-01-24 20:30:00+00:00,62.48,60.06,253.69,21.73,13.4,929.85,72.85
2022-01-24 20:00:00+00:00,61.35,58.5,250.98,21.61,13.12,898.1,71.89
2022-01-24 19:30:00+00:00,60.79,58.0,250.03,21.44,12.98,889.49,71.58
2022-01-24 19:00:00+00:00,60.45,56.4,250.17,21.31,12.81,883.22,71.5
2022-01-24 18:30:00+00:00,60.64,55.41,251.41,21.32,12.97,900.63,71.42
2022-01-24 18:00:00+00:00,58.27,55.43,249.78,20.99,12.6,884.35,70.8
2022-01-24 17:30:00+00:00,56.59,54.4,249.39,20.96,12.28,880.0,70.71
2022-01-24 17:00:00+00:00,55.29,53.81,249.23,20.61,11.97,859.91,70.33
2022-01-24 16:30:00+00:00,55.8,55.29,250.76,20.9,12.03,873.74,70.69
2022-01-24 16:00:00+00:00,55.67,56.15,251.84,20.84,12.1,880.34,70.91
2022-01-24 15:30:00+00:00,56.83,58.1,251.93,20.65,12.29,890.88,70.9
2022-01-24 15:00:00+00:00,57.37,57.81,251.37,20.63,12.14,875.1,70.38
2022-01-24 14:30:00+00:00,58.45,58.0,251.34,20.72,12.6,864.01,70.77
2022-01-24 14:00:00+00:00,59.59,56.8,250.86,20.75,12.72,904.0,70.92
2022-01-24 13:30:00+00:00,59.2,55.1,252.0,20.8,12.66,891.51,70.4
2022-01-24 13:00:00+00:00,59.41,55.1,254.5,20.75,12.64,888.88,70.82
2022-01-24 12:30:00+00:00,59.75,58.22,253.3,21.0,13.01,911.11,71.21
2022-01-24 12:00:00+00:00,60.01,58.22,252.95,20.75,13.1,913.02,71.62
2022-01-24 11:30:00+00:00,60.0,,253.41,20.5,13.11,919.52,71.54
2022-01-24 11:00:00+00:00,59.5,,253.4,,13.06,914.0,71.32
2022-01-24 10:30:00+00:00,60.4,40.21,252.01,20.5,13.15,915.0,71.4
2022-01-24 10:00:00+00:00,60.07,,253.15,20.71,13.1,905.2,71.61
2022-01-24 09:30:00+00:00,59.51,,251.1,20.81,13.44,931.7,71.82
2022-01-24 09:00:00+00:00,61.2,40.21,251.1,20.81,13.49,937.0,71.76
2022-01-22 01:00:00+00:00,,,,18.9,13.46,,71.76
2022-01-22 00:30:00+00:00,61.11,58.12,,21.11,13.46,936.0,72.0
2022-01-22 00:00:00+00:00,61.1,,253.12,,13.4,936.0,72.0
2022-01-21 23:30:00+00:00,61.1,57.99,253.12,21.11,13.39,936.2,71.91
2022-01-21 23:00:00+00:00,61.1,,252.0,21.11,13.45,937.75,72.0
2022-01-21 22:30:00+00:00,61.05,57.99,253.95,21.11,13.49,935.7,72.02
2022-01-21 22:00:00+00:00,61.05,57.99,254.1,21.11,13.52,939.35,72.1
2022-01-21 21:30:00+00:00,61.05,57.99,254.1,,13.51,939.8,72.08
2022-01-21 21:00:00+00:00,61.44,56.68,252.55,21.11,13.55,942.5,72.17
2022-01-21 20:30:00+00:00,61.6,59.9,254.58,21.33,13.53,942.82,72.15
2022-01-21 20:00:00+00:00,61.69,58.54,254.92,21.35,13.58,945.19,71.8
2022-01-21 19:30:00+00:00,62.29,58.69,255.38,21.51,13.62,949.09,72.02
2022-01-21 19:00:00+00:00,62.59,58.41,255.51,21.53,13.68,953.25,72.33
2022-01-21 18:30:00+00:00,62.78,58.67,255.83,21.48,13.8,956.18,72.54
2022-01-21 18:00:00+00:00,62.25,58.45,255.79,21.49,13.75,956.39,72.43
2022-01-21 17:30:00+00:00,61.97,58.92,255.71,21.52,13.9,958.7,72.34
2022-01-21 17:00:00+00:00,61.85,59.01,255.92,21.64,13.95,959.5,72.48
2022-01-21 16:30:00+00:00,62.04,58.42,256.58,21.78,13.95,964.65,72.68
2022-01-21 16:00:00+00:00,62.77,59.78,258.07,21.84,14.14,981.99,72.81
2022-01-21 15:30:00+00:00,62.2,58.95,257.31,21.78,14.01,972.6,72.45
2022-01-21 15:00:00+00:00,59.88,58.0,256.35,21.39,13.76,962.76,71.61
2022-01-21 14:30:00+00:00,60.91,59.36,256.66,21.39,13.89,969.02,71.65
2022-01-21 14:00:00+00:00,61.05,59.51,254.04,21.0,14.18,996.06,73.23
2022-01-21 13:30:00+00:00,61.42,59.1,252.62,21.16,14.46,989.31,72.55
2022-01-21 13:00:00+00:00,61.36,59.0,252.0,21.15,14.47,987.0,72.42
2022-01-21 12:30:00+00:00,60.75,,252.0,21.15,14.46,985.75,72.45
2022-01-21 12:00:00+00:00,61.55,59.0,252.0,21.13,14.48,988.25,72.6
2022-01-21 11:30:00+00:00,61.5,,252.62,,14.48,992.27,72.6
2022-01-21 11:00:00+00:00,62.03,58.0,252.61,21.04,14.43,993.0,72.6
2022-01-21 10:30:00+00:00,,,250.06,21.04,14.5,1001.41,72.61
2022-01-21 10:00:00+00:00,62.15,58.0,250.06,21.04,14.5,998.94,72.61
2022-01-21 09:30:00+00:00,62.15,44.8,250.05,21.04,14.52,998.1,72.52
2022-01-21 09:00:00+00:00,61.03,44.8,250.05,21.04,14.52,998.0,72.01
2022-01-21 01:00:00+00:00,,,,21.19,14.47,,72.52
2022-01-21 00:30:00+00:00,60.88,59.0,252.25,21.19,14.47,989.5,72.85
2022-01-21 00:00:00+00:00,60.97,,252.0,21.19,14.48,988.52,72.8
2022-01-20 23:30:00+00:00,60.86,59.0,252.0,21.19,14.49,988.5,72.71
2022-01-20 23:00:00+00:00,60.97,,252.0,21.19,14.46,985.03,73.0
2022-01-20 22:30:00+00:00,60.88,,252.0,21.19,14.44,985.0,73.1
2022-01-20 22:00:00+00:00,60.8,,252.0,21.19,14.46,986.11,73.25
2022-01-20 21:30:00+00:00,60.65,59.0,252.0,21.19,14.53,989.99,73.21
2022-01-20 21:00:00+00:00,61.01,60.0,252.0,21.19,14.54,990.0,73.01
2022-01-20 20:30:00+00:00,61.43,61.03,253.0,21.27,14.61,996.2,73.26
2022-01-20 20:00:00+00:00,62.34,61.23,255.12,21.66,14.81,1003.74,74.02
2022-01-20 19:30:00+00:00,63.03,61.79,256.12,21.68,14.97,1010.5,74.24
2022-01-20 19:00:00+00:00,63.21,62.6,256.26,21.82,15.11,1020.09,73.8
2022-01-20 18:30:00+00:00,63.3,62.06,256.86,21.91,15.18,1027.43,74.07
2022-01-20 18:00:00+00:00,63.55,62.95,257.42,21.87,15.18,1030.09,74.01
2022-01-20 17:30:00+00:00,64.61,63.25,257.52,21.87,15.23,1032.3,74.34
2022-01-20 17:00:00+00:00,65.4,63.02,257.8,22.1,15.35,1036.41,74.02
2022-01-20 16:30:00+00:00,66.7,62.14,257.68,22.13,15.38,1032.81,74.1
2022-01-20 16:00:00+00:00,66.75,62.01,257.32,22.12,15.37,1034.08,74.02
2022-01-20 15:30:00+00:00,66.98,62.25,257.58,22.26,15.42,1039.3,73.8
2022-01-20 15:00:00+00:00,65.58,61.42,257.15,22.16,15.32,1026.06,73.15
2022-01-20 14:30:00+00:00,65.85,60.89,257.77,22.3,15.02,1020.43,72.84
2022-01-20 14:00:00+00:00,66.73,59.65,255.5,22.33,14.8,1009.76,72.4
2022-01-20 13:30:00+00:00,64.06,59.01,255.26,22.16,14.74,1014.0,72.33
2022-01-20 13:00:00+00:00,63.51,,255.26,22.08,14.78,1010.61,72.31
2022-01-20 12:30:00+00:00,64.01,58.76,255.85,22.16,14.76,1012.5,72.46
2022-01-20 12:00:00+00:00,64.05,58.76,255.85,22.08,14.73,1008.61,72.58
2022-01-20 11:30:00+00:00,64.9,58.5,255.85,,14.71,1012.75,72.5
2022-01-20 11:00:00+00:00,64.9,,255.01,20.55,14.68,1014.5,72.4
2022-01-20 10:30:00+00:00,64.9,44.8,255.01,20.55,14.68,1010.92,72.33
2022-01-20 10:00:00+00:00,63.5,44.8,255.01,21.57,14.68,1010.0,72.21
2022-01-20 09:30:00+00:00,63.5,44.8,255.0,21.57,14.67,1011.5,72.09
2022-01-20 09:00:00+00:00,63.0,44.8,254.35,21.57,14.7,1012.0,72.55
2022-01-20 01:00:00+00:00,,,253.0,19.0,,,72.83
2022-01-20 00:30:00+00:00,63.7,59.15,254.14,22.02,14.52,999.1,72.87
2022-01-20 00:00:00+00:00,63.52,59.15,254.34,22.0,14.52,997.0,72.95
2022-01-19 23:30:00+00:00,63.5,,254.14,,14.5,992.23,72.88
2022-01-19 23:00:00+00:00,63.5,59.15,254.15,22.0,14.54,993.0,72.95
2022-01-19 22:30:00+00:00,63.5,59.15,254.34,,14.55,994.15,72.96
2022-01-19 22:00:00+00:00,63.62,59.15,254.35,22.0,14.51,993.5,72.99
2022-01-19 21:30:00+00:00,63.55,59.15,253.62,,14.52,993.51,72.96
2022-01-19 21:00:00+00:00,62.93,59.38,254.01,22.0,14.54,990.75,73.13
2022-01-19 20:30:00+00:00,63.1,59.3,255.26,22.15,14.55,995.46,73.13
2022-01-19 20:00:00+00:00,63.18,59.19,256.55,22.41,14.65,1001.17,73.73
2022-01-19 19:30:00+00:00,63.68,59.94,256.68,22.41,14.78,1007.29,73.42
2022-01-19 19:00:00+00:00,63.5,59.27,256.55,22.37,14.75,1002.18,73.11
2022-01-19 18:30:00+00:00,64.01,59.75,257.01,22.47,14.97,1014.76,73.31
2022-01-19 18:00:00+00:00,63.59,60.13,257.11,22.49,14.89,1010.86,73.03
2022-01-19 17:30:00+00:00,63.97,60.85,257.46,22.49,15.02,1023.47,73.25
2022-01-19 17:00:00+00:00,64.4,60.86,257.65,22.56,14.94,1024.65,73.32
2022-01-19 16:30:00+00:00,63.5,59.99,257.46,22.5,14.68,1009.51,73.25
2022-01-19 16:00:00+00:00,63.65,60.51,257.17,22.51,14.67,1003.81,73.12
2022-01-19 15:30:00+00:00,63.66,60.39,257.41,22.65,14.78,1013.32,73.17
2022-01-19 15:00:00+00:00,64.34,61.52,255.89,22.61,14.97,1023.46,72.79
2022-01-19 14:30:00+00:00,65.26,62.0,256.85,22.76,15.12,1035.62,73.26
2022-01-19 14:00:00+00:00,63.51,60.13,256.51,22.35,14.9,1041.0,73.75
2022-01-19 13:30:00+00:00,64.33,60.51,255.7,22.36,15.11,1046.03,73.64
2022-01-19 13:00:00+00:00,64.33,60.23,255.7,22.35,15.1,1044.0,73.45
2022-01-19 12:30:00+00:00,64.24,,255.88,22.36,15.03,1039.25,73.54
2022-01-19 12:00:00+00:00,64.36,60.1,255.88,22.27,15.01,1037.0,73.55
2022-01-19 11:30:00+00:00,64.2,,255.88,20.55,15.03,1041.0,73.37
2022-01-19 11:00:00+00:00,64.2,40.21,255.88,20.55,15.0,1040.3,73.3
2022-01-19 10:30:00+00:00,,,255.88,20.55,15.05,1043.15,73.31
2022-01-19 10:00:00+00:00,64.2,,255.96,21.87,15.1,1041.35,73.46
2022-01-19 09:30:00+00:00,64.0,,255.96,21.97,15.03,1041.77,73.35
2022-01-19 09:00:00+00:00,64.0,40.21,255.12,21.92,15.01,1032.5,73.48
2022-01-19 01:00:00+00:00,,,253.85,22.01,,,73.3
2022-01-19 00:30:00+00:00,63.8,59.9,,22.25,14.93,1025.5,73.4
2022-01-19 00:00:00+00:00,63.84,59.9,255.95,,14.97,1026.85,73.31
2022-01-18 23:30:00+00:00,63.8,,255.95,22.25,15.0,1027.0,73.25
2022-01-18 23:00:00+00:00,63.8,59.9,255.95,,15.0,1028.0,73.24
2022-01-18 22:30:00+00:00,63.8,59.9,255.95,,14.99,1029.0,73.15
2022-01-18 22:00:00+00:00,63.8,59.9,255.96,22.25,15.02,1030.25,73.14
2022-01-18 21:30:00+00:00,63.8,59.9,,22.25,15.03,1031.0,73.09
2022-01-18 21:00:00+00:00,63.8,59.9,255.95,22.01,15.02,1030.0,73.1
2022-01-18 20:30:00+00:00,63.76,60.19,256.59,22.25,14.96,1030.52,73.12
2022-01-18 20:00:00+00:00,64.02,61.18,256.25,22.43,15.14,1040.84,73.1
2022-01-18 19:30:00+00:00,64.37,61.65,256.79,22.55,15.26,1049.5,73.3
2022-01-18 19:00:00+00:00,64.04,61.38,256.05,22.5,15.18,1041.03,72.88
2022-01-18 18:30:00+00:00,64.1,62.0,256.57,22.47,15.19,1042.48,72.6
2022-01-18 18:00:00+00:00,63.61,61.79,256.32,22.33,15.19,1034.09,72.49
2022-01-18 17:30:00+00:00,64.23,62.77,255.7,22.36,15.23,1041.44,72.22
2022-01-18 17:00:00+00:00,64.45,63.3,255.8,22.52,15.32,1044.03,72.53
2022-01-18 16:30:00+00:00,64.21,63.52,256.25,22.61,15.37,1053.02,72.76
2022-01-18 16:00:00+00:00,63.46,62.31,256.29,22.47,15.24,1042.63,73.1
2022-01-18 15:30:00+00:00,64.16,64.0,256.15,22.39,15.49,1048.42,73.23
2022-01-18 15:00:00+00:00,64.44,64.36,255.26,22.44,15.69,1064.44,73.84
2022-01-18 14:30:00+00:00,64.25,62.21,254.98,22.67,15.54,1043.23,73.67
2022-01-18 14:00:00+00:00,64.32,62.21,255.74,22.75,15.41,1025.12,72.77
2022-01-18 13:30:00+00:00,65.01,,256.16,22.75,15.61,1025.44,72.89
2022-01-18 13:00:00+00:00,64.85,60.55,256.16,22.55,15.5,1023.23,72.96
2022-01-18 12:30:00+00:00,64.85,60.55,256.16,,15.66,1024.05,72.84
2022-01-18 12:00:00+00:00,65.25,60.0,256.16,22.55,15.58,1031.3,72.64
2022-01-18 11:30:00+00:00,65.05,,256.13,,15.59,1022.15,72.23
2022-01-18 11:00:00+00:00,64.9,,256.13,,15.62,1021.0,72.15
2022-01-18 10:30:00+00:00,64.9,60.0,256.13,22.49,15.53,1021.5,72.18
2022-01-18 10:00:00+00:00,64.9,60.0,256.13,22.49,15.6,1023.0,72.04
2022-01-18 09:30:00+00:00,65.0,60.0,256.13,22.49,15.53,1020.01,71.84
2022-01-18 09:00:00+00:00,64.8,60.0,256.0,22.49,15.5,1019.72,71.7
2022-01-15 01:00:00+00:00,,,,0.0,15.96,,
2022-01-15 00:30:00+00:00,66.38,,257.8,,15.96,1045.03,71.91
2022-01-15 00:00:00+00:00,66.4,,257.8,,15.93,1049.15,71.94
2022-01-14 23:30:00+00:00,66.39,62.65,257.8,,15.96,1049.7,71.91
2022-01-14 23:00:00+00:00,66.39,,257.8,,15.98,1049.7,71.91
2022-01-14 22:30:00+00:00,66.38,,257.8,,15.96,1049.93,71.91
2022-01-14 22:00:00+00:00,66.38,62.6,258.02,23.1,16.0,1049.9,71.91
2022-01-14 21:30:00+00:00,66.38,62.6,257.8,23.09,16.01,1050.0,71.96
2022-01-14 21:00:00+00:00,66.35,62.05,257.8,23.09,15.96,1050.0,71.97
2022-01-14 20:30:00+00:00,66.49,63.93,257.7,23.07,16.0,1049.55,71.86
2022-01-14 20:00:00+00:00,66.08,63.96,257.43,23.06,15.98,1045.69,71.83
2022-01-14 19:30:00+00:00,65.14,63.96,257.7,23.04,15.86,1035.32,71.68
2022-01-14 19:00:00+00:00,64.59,63.87,257.28,22.92,15.81,1028.71,71.6
2022-01-14 18:30:00+00:00,64.94,64.5,257.63,22.97,15.87,1037.59,71.65
2022-01-14 18:00:00+00:00,64.4,63.61,257.66,22.89,15.67,1023.95,71.41
2022-01-14 17:30:00+00:00,64.58,64.46,257.53,22.83,15.7,1027.5,71.34
2022-01-14 17:00:00+00:00,64.92,65.49,258.47,22.92,15.79,1037.59,71.31
2022-01-14 16:30:00+00:00,64.88,65.45,259.12,23.04,15.74,1041.52,71.49
2022-01-14 16:00:00+00:00,65.0,66.2,258.2,23.04,15.73,1037.21,71.62
2022-01-14 15:30:00+00:00,65.68,66.04,259.38,23.04,15.77,1034.68,71.65
2022-01-14 15:00:00+00:00,66.7,66.24,260.24,23.01,15.96,1041.44,71.77
2022-01-14 14:30:00+00:00,68.7,65.45,260.92,22.95,16.1,1036.5,71.5
2022-01-14 14:00:00+00:00,69.09,64.63,260.1,22.95,15.88,1018.55,70.51
2022-01-14 13:30:00+00:00,69.03,64.5,260.73,22.95,15.72,1005.93,70.56
2022-01-14 13:00:00+00:00,69.25,64.63,260.73,22.55,15.76,1010.16,70.71
2022-01-14 12:30:00+00:00,69.17,65.0,262.0,23.04,15.7,1009.35,70.77
2022-01-14 12:00:00+00:00,69.09,65.0,262.0,23.1,15.91,1023.2,70.65
2022-01-14 11:30:00+00:00,69.55,60.0,262.0,23.1,15.98,1026.9,71.05
2022-01-14 11:00:00+00:00,70.22,60.0,261.41,23.0,15.97,1031.0,71.0
2022-01-14 10:30:00+00:00,70.6,60.0,260.5,23.0,16.0,1034.5,70.71
2022-01-14 10:00:00+00:00,71.0,60.0,260.5,23.0,16.05,1033.0,70.96
2022-01-14 09:30:00+00:00,71.01,60.0,,23.0,16.05,1034.2,70.96
2022-01-14 09:00:00+00:00,70.96,60.0,260.5,22.62,16.04,1035.4,70.96
2022-01-14 01:00:00+00:00,,,260.5,20.55,16.01,,70.53
2022-01-14 00:30:00+00:00,70.51,,261.15,22.9,16.02,1025.89,70.61
2022-01-14 00:00:00+00:00,70.51,65.37,261.15,22.9,15.97,1027.5,70.63
2022-01-13 23:30:00+00:00,70.35,,261.16,22.9,16.01,1029.26,70.65
2022-01-13 23:00:00+00:00,70.55,65.53,261.16,22.9,16.01,1032.3,70.63
2022-01-13 22:30:00+00:00,70.68,,,,15.99,1033.55,70.6
2022-01-13 22:00:00+00:00,70.51,65.53,261.16,22.9,16.01,1033.13,70.6
2022-01-13 21:30:00+00:00,70.5,65.5,,22.9,16.03,1034.1,70.6
2022-01-13 21:00:00+00:00,70.75,65.4,261.15,22.9,16.01,1027.32,70.52
2022-01-13 20:30:00+00:00,70.82,65.33,261.47,23.24,16.0,1031.46,70.64
2022-01-13 20:00:00+00:00,72.66,65.65,262.11,23.28,16.13,1045.37,70.7
2022-01-13 19:30:00+00:00,73.68,67.02,262.32,23.36,16.23,1059.1,71.19
2022-01-13 19:00:00+00:00,73.45,67.41,262.53,23.35,16.23,1058.65,71.17
2022-01-13 18:30:00+00:00,72.42,67.08,263.01,23.48,16.29,1066.16,71.39
2022-01-13 18:00:00+00:00,71.42,67.19,262.9,23.44,16.3,1061.34,71.28
2022-01-13 17:30:00+00:00,71.1,67.23,262.16,23.4,16.28,1057.73,71.09
2022-01-13 17:00:00+00:00,70.81,66.82,262.12,23.4,16.22,1058.15,71.08
2022-01-13 16:30:00+00:00,71.02,67.2,263.09,23.48,16.4,1074.0,71.33
2022-01-13 16:00:00+00:00,71.4,67.61,263.48,23.47,16.42,1081.01,71.1
2022-01-13 15:30:00+00:00,69.83,66.87,263.6,23.25,16.23,1073.43,70.88
2022-01-13 15:00:00+00:00,70.5,68.32,263.18,23.12,16.45,1098.05,71.07
2022-01-13 14:30:00+00:00,71.45,69.75,261.94,23.11,16.67,1110.93,71.27
2022-01-13 14:00:00+00:00,67.76,71.1,260.7,22.75,16.8,1109.0,71.05
2022-01-13 13:30:00+00:00,67.63,,,22.77,16.77,1114.0,70.84
2022-01-13 13:00:00+00:00,67.54,,261.0,22.65,16.72,1108.03,70.81
2022-01-13 12:30:00+00:00,67.54,,260.0,22.65,16.71,1109.0,70.84
2022-01-13 12:00:00+00:00,67.8,71.0,260.0,22.65,16.73,1107.5,70.92
2022-01-13 11:30:00+00:00,67.8,71.0,,,16.75,1102.18,71.08
2022-01-13 11:00:00+00:00,67.8,71.0,260.0,,16.75,1104.5,71.14
2022-01-13 10:30:00+00:00,67.2,71.0,,21.19,16.73,1109.0,71.14
2022-01-13 10:00:00+00:00,67.21,,260.0,22.13,16.74,1106.0,71.22
2022-01-13 09:30:00+00:00,67.41,,260.76,22.49,16.77,1104.0,71.22
2022-01-13 09:00:00+00:00,66.99,69.5,260.64,22.45,16.75,1100.06,71.16
2022-01-13 01:00:00+00:00,,,,22.65,16.73,,71.25
2022-01-13 00:30:00+00:00,66.8,69.8,260.52,22.65,16.73,1107.1,71.25
2022-01-13 00:00:00+00:00,,70.55,260.7,22.65,16.72,1106.05,71.22
2022-01-12 23:30:00+00:00,66.8,,260.51,,16.7,1106.11,71.24
2022-01-12 23:00:00+00:00,66.71,,260.51,,16.68,1108.53,71.22
2022-01-12 22:30:00+00:00,67.2,69.8,260.5,,16.7,1108.2,71.21
2022-01-12 22:00:00+00:00,67.0,69.8,260.3,22.65,16.67,1105.74,71.21
2022-01-12 21:30:00+00:00,67.01,69.8,260.92,22.65,16.7,1107.13,71.14
2022-01-12 21:00:00+00:00,67.5,69.8,260.92,22.65,16.72,1107.03,71.1
2022-01-12 20:30:00+00:00,67.6,70.97,260.88,22.77,16.71,1106.22,71.14
2022-01-12 20:00:00+00:00,67.06,70.58,260.4,22.76,16.71,1108.3,71.01
2022-01-12 19:30:00+00:00,67.1,71.0,260.66,22.76,16.74,1113.05,71.04
2022-01-12 19:00:00+00:00,67.28,71.99,260.76,22.78,16.82,1107.52,71.02
2022-01-12 18:30:00+00:00,67.81,71.58,260.76,22.78,16.83,1098.33,70.8
2022-01-12 18:00:00+00:00,68.03,71.66,260.73,22.85,16.91,1098.39,70.99
2022-01-12 17:30:00+00:00,68.27,71.9,261.23,22.91,16.97,1100.78,70.85
2022-01-12 17:00:00+00:00,67.95,71.93,261.18,22.85,16.81,1093.2,70.83
2022-01-12 16:30:00+00:00,66.96,70.88,261.78,22.79,16.7,1091.72,70.86
2022-01-12 16:00:00+00:00,67.11,71.57,261.57,22.81,16.65,1090.03,70.91
2022-01-12 15:30:00+00:00,66.68,71.06,262.21,22.85,16.66,1088.89,70.89
2022-01-12 15:00:00+00:00,67.41,71.76,262.55,22.93,16.94,1098.28,70.85
2022-01-12 14:30:00+00:00,70.36,73.01,262.19,23.18,17.27,1085.03,71.25
2022-01-12 14:00:00+00:00,69.42,73.96,262.31,23.04,17.1,1078.0,71.11
2022-01-12 13:30:00+00:00,69.51,73.3,262.3,23.11,17.19,1081.05,71.75
2022-01-12 13:00:00+00:00,69.62,,262.31,,17.04,1065.69,71.63
2022-01-12 12:30:00+00:00,69.6,,262.31,,17.01,1064.94,71.5
2022-01-12 12:00:00+00:00,69.58,73.3,262.3,22.9,17.0,1065.16,71.44
2022-01-12 11:30:00+00:00,69.5,,,,17.1,1066.65,71.41
2022-01-12 11:00:00+00:00,69.91,,,,17.09,1066.81,71.43
2022-01-12 10:30:00+00:00,69.6,,262.8,21.19,17.12,1069.1,71.42
2022-01-12 10:00:00+00:00,69.41,,262.8,,17.13,1070.0,71.25
2022-01-12 09:30:00+00:00,69.51,,,22.45,17.16,1069.02,71.11
2022-01-12 09:00:00+00:00,69.39,69.5,260.0,22.52,17.01,1068.0,71.46
2022-01-12 01:00:00+00:00,,,,22.83,,,
2022-01-12 00:30:00+00:00,69.11,,262.0,22.83,16.96,1059.0,71.3
2022-01-12 00:00:00+00:00,69.11,,262.0,22.82,16.95,1060.4,71.26
2022-01-11 23:30:00+00:00,69.11,,,,16.91,1060.28,71.29
2022-01-11 23:00:00+00:00,69.11,,261.8,,16.92,1061.5,71.3
2022-01-11 22:30:00+00:00,69.1,,262.12,22.81,16.92,1062.01,71.26
2022-01-11 22:00:00+00:00,69.0,,262.12,22.8,16.91,1061.29,71.35
2022-01-11 21:30:00+00:00,69.01,,262.12,22.8,16.9,1060.59,71.26
2022-01-11 21:00:00+00:00,69.0,73.3,262.12,22.8,16.89,1059.86,71.4
2022-01-11 20:30:00+00:00,69.36,73.66,262.17,23.09,16.89,1063.89,71.34
2022-01-11 20:00:00+00:00,69.4,73.5,262.4,23.21,17.03,1057.94,71.33
2022-01-11 19:30:00+00:00,69.44,74.12,261.84,23.1,16.97,1059.13,71.06
2022-01-11 19:00:00+00:00,69.66,74.6,261.43,23.1,17.08,1057.36,71.09
2022-01-11 18:30:00+00:00,69.65,74.73,261.74,23.09,17.18,1063.25,70.98
2022-01-11 18:00:00+00:00,69.17,74.95,262.07,23.01,17.12,1061.25,70.76
2022-01-11 17:30:00+00:00,68.92,73.51,262.46,23.12,17.18,1064.15,70.72
