,BYND.O,GTLB.O,MCD,LEVI.K,PLTR.K,TSLA.O,XOM
,BID,BID,BID,BID,BID,BID,BID
Timestamp,,,,,,,
2022-04-18 23:30:00+00:00,40.81,50.75,251.72,,12.22,1013.02,88.7
2022-04-18 23:00:00+00:00,40.81,,251.17,,12.19,1009.6,88.65
2022-04-18 22:30:00+00:00,40.87,50.75,251.16,18.8,12.22,1009.1,88.63
2022-04-18 22:00:00+00:00,40.81,,,18.8,12.21,1008.75,88.58
2022-04-18 21:30:00+00:00,40.81,,251.14,,12.16,1008.35,88.65
2022-04-18 21:00:00+00:00,40.85,50.75,251.14,,12.15,1006.5,88.56
2022-04-18 20:30:00+00:00,40.77,,251.12,18.8,12.15,1006.63,88.56
2022-04-18 20:00:00+00:00,40.71,50.7,251.11,18.75,12.16,1008.5,88.57
2022-04-18 19:30:00+00:00,40.82,50.5,251.11,18.79,12.14,1004.3,88.55
2022-04-18 19:00:00+00:00,40.33,50.64,250.39,18.78,12.11,1005.14,88.26
2022-04-18 18:30:00+00:00,40.91,50.91,250.9,18.85,12.15,1009.05,88.52
2022-04-18 18:00:00+00:00,40.93,51.82,251.25,18.89,12.2,1013.02,88.52
2022-04-18 17:30:00+00:00,40.96,50.7,251.46,18.92,12.15,1005.73,88.6
2022-04-18 17:00:00+00:00,40.72,49.77,250.84,18.9,12.02,994.41,88.68
2022-04-18 16:30:00+00:00,40.5,49.99,250.66,18.88,11.92,988.13,88.72
2022-04-18 16:00:00+00:00,40.64,49.56,250.55,18.82,11.89,987.82,88.64
2022-04-18 15:30:00+00:00,41.35,50.12,250.33,18.98,12.0,999.06,88.09
2022-04-18 15:00:00+00:00,41.39,50.83,250.63,18.85,12.1,997.7,88.12
2022-04-18 14:30:00+00:00,41.45,50.3,251.08,18.94,12.14,1003.23,88.11
2022-04-18 14:00:00+00:00,41.89,51.25,250.67,18.89,12.2,1004.21,88.27
2022-04-18 13:30:00+00:00,41.53,51.32,250.84,18.87,12.13,977.49,88.63
2022-04-18 13:00:00+00:00,42.64,49.16,248.15,19.05,12.29,989.0,88.21
2022-04-18 12:30:00+00:00,42.61,50.0,249.04,18.76,12.33,985.37,88.29
2022-04-18 12:00:00+00:00,42.61,49.5,248.53,18.76,12.31,988.5,88.28
2022-04-18 11:30:00+00:00,43.0,,248.53,,12.35,990.4,88.19
2022-04-18 11:00:00+00:00,43.0,49.5,248.76,18.92,12.39,993.25,88.22
2022-04-18 10:30:00+00:00,42.1,,,18.4,12.3,988.5,88.0
2022-04-18 10:00:00+00:00,42.1,,246.34,,12.26,990.6,88.0
2022-04-18 09:30:00+00:00,42.1,,246.34,,12.21,990.3,87.84
2022-04-18 09:00:00+00:00,42.09,,,,12.33,988.5,87.4
2022-04-18 08:30:00+00:00,,45.2,,18.4,12.36,990.0,87.4
2022-04-18 08:00:00+00:00,42.09,45.2,246.34,18.4,12.36,991.39,87.5
2022-04-15 00:00:00+00:00,,,,18.4,12.4,,88.01
2022-04-14 23:30:00+00:00,43.03,49.75,250.42,,12.41,989.45,88.01
2022-04-14 23:00:00+00:00,43.06,,,,12.41,986.0,88.1
2022-04-14 22:30:00+00:00,43.06,,250.42,,12.41,985.31,88.1
2022-04-14 22:00:00+00:00,43.06,,,18.92,12.41,985.26,87.93
2022-04-14 21:30:00+00:00,43.06,,,18.85,12.41,985.3,87.85
2022-04-14 21:00:00+00:00,43.06,,,18.85,12.41,985.5,87.85
2022-04-14 20:30:00+00:00,43.06,,250.42,,12.42,984.83,87.75
2022-04-14 20:00:00+00:00,43.03,49.75,250.42,18.85,12.44,984.9,87.75
2022-04-14 19:30:00+00:00,43.06,50.45,250.56,19.13,12.42,984.96,87.79
2022-04-14 19:00:00+00:00,43.18,50.25,250.9,19.29,12.45,991.06,88.15
2022-04-14 18:30:00+00:00,43.07,50.24,251.3,19.14,12.45,987.41,88.18
2022-04-14 18:00:00+00:00,43.11,49.93,252.24,19.13,12.52,992.3,88.35
2022-04-14 17:30:00+00:00,43.08,49.93,252.74,19.15,12.53,995.41,88.17
2022-04-14 17:00:00+00:00,42.94,49.41,252.31,19.13,12.47,985.03,87.96
2022-04-14 16:30:00+00:00,43.15,49.45,252.38,19.12,12.47,984.44,87.69
2022-04-14 16:00:00+00:00,43.0,49.55,252.28,19.12,12.47,984.91,87.65
2022-04-14 15:30:00+00:00,43.38,49.58,252.88,19.14,12.46,987.76,87.26
2022-04-14 15:00:00+00:00,43.44,49.53,252.46,19.21,12.54,991.15,87.23
2022-04-14 14:30:00+00:00,43.25,49.71,252.33,18.99,12.56,985.33,87.14
2022-04-14 14:00:00+00:00,43.97,49.3,252.17,19.05,12.72,991.0,87.17
2022-04-14 13:30:00+00:00,43.83,49.81,253.18,18.99,12.76,994.85,87.38
2022-04-14 13:00:00+00:00,44.22,50.0,250.5,19.07,12.85,998.54,86.62
2022-04-14 12:30:00+00:00,44.45,50.7,250.04,18.9,12.85,1000.2,86.2
2022-04-14 12:00:00+00:00,45.0,50.7,250.05,18.76,12.89,1004.04,86.35
2022-04-14 11:30:00+00:00,44.45,50.0,250.04,18.75,12.85,998.0,86.3
2022-04-14 11:00:00+00:00,45.0,49.5,250.13,18.75,12.95,1007.03,86.26
2022-04-14 10:30:00+00:00,45.0,,235.33,,12.95,1005.7,86.05
2022-04-14 10:00:00+00:00,44.45,,,,12.9,1007.37,86.01
2022-04-14 09:30:00+00:00,45.0,,,,12.9,1025.73,86.01
2022-04-14 09:00:00+00:00,,,,,12.91,1024.5,86.4
2022-04-14 08:30:00+00:00,44.45,45.2,,,12.91,1025.07,86.01
2022-04-14 08:00:00+00:00,44.0,45.2,235.33,18.4,12.91,1025.0,86.01
2022-04-14 00:00:00+00:00,,,,19.01,12.85,,86.61
2022-04-13 23:30:00+00:00,44.82,50.87,251.1,,12.9,1022.0,86.65
2022-04-13 23:00:00+00:00,44.82,,251.1,,12.9,1022.5,86.65
2022-04-13 22:30:00+00:00,44.82,,,19.01,12.9,1022.0,86.61
2022-04-13 22:00:00+00:00,44.56,50.87,,19.01,12.9,1019.31,86.65
2022-04-13 21:30:00+00:00,44.56,,251.1,,12.86,1019.0,86.76
2022-04-13 21:00:00+00:00,44.56,,250.81,,12.87,1020.31,86.76
2022-04-13 20:30:00+00:00,44.56,,250.8,,12.86,1019.5,86.74
2022-04-13 20:00:00+00:00,44.53,50.63,249.37,19.0,12.86,1021.5,86.8
2022-04-13 19:30:00+00:00,45.0,50.86,251.41,19.07,12.9,1022.68,86.82
2022-04-13 19:00:00+00:00,44.74,50.43,251.07,19.13,12.9,1023.48,86.8
2022-04-13 18:30:00+00:00,44.79,50.37,250.88,19.08,12.85,1018.11,86.59
2022-04-13 18:00:00+00:00,44.85,50.2,250.72,19.06,12.86,1016.12,86.53
2022-04-13 17:30:00+00:00,44.47,49.48,251.32,19.18,12.82,1014.03,86.55
2022-04-13 17:00:00+00:00,44.78,50.29,250.96,19.21,12.87,1014.77,86.75
2022-04-13 16:30:00+00:00,44.78,49.96,250.63,19.16,12.9,1016.33,86.4
2022-04-13 16:00:00+00:00,44.71,49.69,250.18,19.14,12.88,1007.52,86.33
2022-04-13 15:30:00+00:00,44.96,49.43,249.54,19.12,12.85,1006.86,86.3
2022-04-13 15:00:00+00:00,45.23,49.38,250.02,19.17,12.86,1006.29,86.29
2022-04-13 14:30:00+00:00,44.76,48.4,250.17,19.05,12.73,993.85,86.03
2022-04-13 14:00:00+00:00,44.59,48.77,249.58,18.95,12.71,993.03,85.42
2022-04-13 13:30:00+00:00,44.34,49.71,250.19,18.88,12.64,986.49,86.03
2022-04-13 13:00:00+00:00,43.46,45.48,248.77,18.75,12.36,981.37,86.4
2022-04-13 12:30:00+00:00,43.66,,248.25,18.75,12.48,981.5,86.82
2022-04-13 12:00:00+00:00,43.66,47.05,248.25,18.7,12.48,986.0,86.2
2022-04-13 11:30:00+00:00,43.87,,248.25,,12.52,991.25,86.31
2022-04-13 11:00:00+00:00,43.8,47.05,249.13,18.5,12.61,997.26,86.74
2022-04-13 10:30:00+00:00,43.21,,245.58,,12.55,993.69,86.53
2022-04-13 10:00:00+00:00,43.01,,245.58,,12.51,989.86,86.64
2022-04-13 09:30:00+00:00,43.21,,248.0,,12.51,988.31,85.31
2022-04-13 09:00:00+00:00,43.21,45.2,,,12.62,993.5,85.31
2022-04-13 08:30:00+00:00,43.21,,,,12.61,994.5,85.31
2022-04-13 08:00:00+00:00,43.0,45.2,248.0,18.4,12.6,997.5,85.3
2022-04-13 00:00:00+00:00,,,,18.76,12.44,,
2022-04-12 23:30:00+00:00,43.67,46.91,249.17,18.77,12.46,991.0,85.93
2022-04-12 23:00:00+00:00,43.67,46.91,249.17,18.75,12.45,990.1,85.92
2022-04-12 22:30:00+00:00,43.67,,,,12.41,988.14,86.0
2022-04-12 22:00:00+00:00,43.67,,249.17,,12.43,987.0,85.9
2022-04-12 21:30:00+00:00,43.58,46.91,,18.76,12.46,986.51,85.72
2022-04-12 21:00:00+00:00,43.24,46.9,249.17,,12.43,985.81,85.73
2022-04-12 20:30:00+00:00,43.23,46.9,249.17,18.76,12.43,985.1,85.8
2022-04-12 20:00:00+00:00,43.22,46.9,249.17,18.75,12.44,987.39,85.66
2022-04-12 19:30:00+00:00,43.59,47.03,249.16,18.75,12.46,986.7,85.59
2022-04-12 19:00:00+00:00,43.56,47.35,249.02,18.75,12.44,978.36,85.44
2022-04-12 18:30:00+00:00,43.31,46.9,250.2,18.85,12.52,983.33,85.87
2022-04-12 18:00:00+00:00,43.01,46.91,249.96,18.78,12.53,983.1,85.96
2022-04-12 17:30:00+00:00,43.47,47.61,250.13,18.9,12.66,990.38,86.01
2022-04-12 17:00:00+00:00,43.89,48.01,250.73,19.1,12.71,998.5,86.59
2022-04-12 16:30:00+00:00,44.27,47.93,251.32,19.08,12.79,997.74,86.64
2022-04-12 16:00:00+00:00,44.0,48.02,251.21,19.08,12.77,992.75,86.53
2022-04-12 15:30:00+00:00,44.34,48.85,251.74,19.24,12.85,998.31,86.55
2022-04-12 15:00:00+00:00,44.71,49.34,252.09,19.06,12.88,1000.45,86.5
2022-04-12 14:30:00+00:00,44.2,48.69,250.89,19.04,12.85,996.92,86.26
2022-04-12 14:00:00+00:00,44.84,49.87,250.95,19.09,12.92,1009.76,85.74
2022-04-12 13:30:00+00:00,45.93,49.56,250.24,19.14,13.14,1017.43,86.07
2022-04-12 13:00:00+00:00,44.96,48.0,249.66,18.9,12.87,997.2,85.56
2022-04-12 12:30:00+00:00,45.75,47.1,250.55,18.9,12.9,1003.26,85.01
2022-04-12 12:00:00+00:00,45.1,46.05,248.5,18.9,12.67,980.7,85.01
2022-04-12 11:30:00+00:00,45.3,46.05,248.07,18.9,12.66,976.13,85.12
2022-04-12 11:00:00+00:00,44.15,46.05,248.04,18.75,12.65,974.82,84.93
2022-04-12 10:30:00+00:00,43.21,46.0,242.3,18.4,12.65,978.38,84.5
2022-04-12 10:00:00+00:00,43.01,46.0,242.3,,12.62,978.5,84.13
2022-04-12 09:30:00+00:00,43.01,46.0,242.3,,12.65,982.5,83.92
2022-04-12 09:00:00+00:00,,,242.3,,12.62,981.27,84.11
2022-04-12 08:30:00+00:00,43.0,,242.3,,12.64,980.0,84.5
2022-04-12 08:00:00+00:00,43.0,46.0,246.56,18.4,12.54,973.5,84.06
2022-04-12 00:00:00+00:00,,,249.77,18.75,12.55,,83.91
2022-04-11 23:30:00+00:00,43.15,46.1,,18.75,12.55,962.0,84.04
2022-04-11 23:00:00+00:00,43.16,46.05,249.9,18.75,12.62,964.5,84.0
2022-04-11 22:30:00+00:00,43.6,46.02,250.45,,12.65,967.0,84.0
2022-04-11 22:00:00+00:00,43.6,46.0,,18.75,12.64,968.0,83.9
2022-04-11 21:30:00+00:00,43.6,,250.45,18.71,12.61,970.5,83.9
2022-04-11 21:00:00+00:00,43.16,46.0,250.02,,12.61,972.67,83.86
2022-04-11 20:30:00+00:00,43.15,46.2,250.01,,12.62,974.1,83.8
2022-04-11 20:00:00+00:00,43.14,46.2,249.9,18.52,12.62,972.71,83.88
2022-04-11 19:30:00+00:00,43.96,46.31,250.52,18.85,12.66,975.62,83.85
2022-04-11 19:00:00+00:00,43.83,47.07,250.3,18.99,12.74,980.6,84.15
2022-04-11 18:30:00+00:00,43.73,47.09,251.02,19.03,12.74,987.51,84.46
2022-04-11 18:00:00+00:00,43.46,47.16,250.87,19.02,12.68,981.71,84.12
2022-04-11 17:30:00+00:00,43.57,47.07,251.33,19.0,12.73,988.26,83.84
2022-04-11 17:00:00+00:00,43.54,47.2,250.96,19.01,12.74,990.12,83.65
2022-04-11 16:30:00+00:00,43.41,46.81,251.03,18.94,12.67,985.0,83.7
2022-04-11 16:00:00+00:00,43.3,46.95,251.57,18.92,12.59,984.13,84.03
2022-04-11 15:30:00+00:00,43.55,48.07,251.32,18.93,12.64,984.56,84.15
2022-04-11 15:00:00+00:00,43.16,47.4,250.9,18.92,12.6,984.83,84.15
2022-04-11 14:30:00+00:00,42.98,46.66,250.82,18.91,12.5,985.95,84.68
2022-04-11 14:00:00+00:00,43.64,46.61,250.94,19.12,12.67,994.41,84.77
2022-04-11 13:30:00+00:00,43.75,46.43,252.79,19.14,12.46,992.9,84.47
2022-04-11 13:00:00+00:00,43.0,46.1,250.61,18.57,12.46,980.21,85.68
2022-04-11 12:30:00+00:00,42.23,46.1,250.6,18.61,12.49,978.0,85.48
2022-04-11 12:00:00+00:00,42.23,46.1,250.0,18.53,12.43,976.21,85.47
2022-04-11 11:30:00+00:00,42.71,46.1,250.2,18.6,12.45,983.11,85.25
2022-04-11 11:00:00+00:00,42.55,45.0,251.11,18.6,12.42,985.12,85.91
2022-04-11 10:30:00+00:00,42.13,43.5,249.01,,12.46,987.5,85.8
2022-04-11 10:00:00+00:00,42.13,42.8,248.89,18.4,12.46,986.0,86.07
2022-04-11 09:30:00+00:00,42.12,,248.89,,12.4,988.0,86.02
2022-04-11 09:00:00+00:00,42.01,,247.39,,12.46,986.75,86.0
2022-04-11 08:30:00+00:00,42.01,42.8,249.41,18.4,12.41,989.0,85.75
2022-04-11 08:00:00+00:00,42.0,42.8,249.2,18.4,12.35,990.97,85.37
2022-04-09 00:00:00+00:00,,,,18.76,12.62,,86.71
2022-04-08 23:30:00+00:00,43.0,47.01,,18.76,12.68,1022.0,86.86
2022-04-08 23:00:00+00:00,43.0,47.01,,,12.69,1021.8,86.85
2022-04-08 22:30:00+00:00,43.0,,,18.76,12.69,1022.26,86.74
2022-04-08 22:00:00+00:00,,47.01,251.1,,12.67,1022.5,86.74
2022-04-08 21:30:00+00:00,43.0,47.01,,18.76,12.64,1022.51,86.85
2022-04-08 21:00:00+00:00,43.0,,,,12.68,1024.4,86.84
2022-04-08 20:30:00+00:00,42.88,,251.1,18.76,12.68,1024.32,86.82
2022-04-08 20:00:00+00:00,42.88,47.01,250.92,18.76,12.68,1024.35,86.82
2022-04-08 19:30:00+00:00,43.12,47.62,251.47,18.78,12.7,1025.34,86.88
2022-04-08 19:00:00+00:00,43.53,47.8,252.09,18.89,12.79,1033.31,87.04
2022-04-08 18:30:00+00:00,43.8,47.48,252.46,18.99,12.8,1035.35,86.88
2022-04-08 18:00:00+00:00,43.67,47.67,252.53,19.04,12.76,1030.34,86.82
2022-04-08 17:30:00+00:00,44.37,47.9,252.95,19.13,12.81,1032.01,86.87
2022-04-08 17:00:00+00:00,44.44,47.8,253.29,19.06,12.79,1032.84,87.0
2022-04-08 16:30:00+00:00,45.02,48.09,252.47,19.17,12.91,1042.52,86.96
2022-04-08 16:00:00+00:00,45.1,47.81,252.86,19.19,12.95,1043.16,87.16
2022-04-08 15:30:00+00:00,45.14,46.89,252.89,19.23,12.85,1033.03,86.89
2022-04-08 15:00:00+00:00,44.41,46.35,252.91,19.22,12.84,1034.19,86.97
2022-04-08 14:30:00+00:00,44.46,47.1,253.49,19.27,12.94,1035.39,86.75
2022-04-08 14:00:00+00:00,43.82,47.08,253.31,19.16,12.95,1031.8,86.28
2022-04-08 13:30:00+00:00,43.11,46.4,253.8,18.7,12.61,1031.38,86.94
2022-04-08 13:00:00+00:00,43.51,48.59,252.6,19.15,12.7,1043.13,85.04
2022-04-08 12:30:00+00:00,43.11,48.08,254.2,19.19,12.78,1051.5,85.2
2022-04-08 12:00:00+00:00,44.1,50.0,254.36,19.31,12.86,1057.0,85.21
2022-04-08 11:30:00+00:00,44.2,,254.36,19.2,12.88,1058.04,85.04
2022-04-08 11:00:00+00:00,44.09,50.0,,19.27,12.87,1059.25,84.9
2022-04-08 10:30:00+00:00,44.0,,254.36,,12.88,1060.0,84.61
2022-04-08 10:00:00+00:00,44.0,49.91,253.5,19.27,12.87,1057.26,85.0
2022-04-08 09:30:00+00:00,44.0,,,19.27,12.87,1058.83,85.0
2022-04-08 09:00:00+00:00,44.0,,,18.5,12.93,1061.4,85.04
2022-04-08 08:30:00+00:00,44.16,49.91,,18.3,12.92,1061.5,85.0
2022-04-08 08:00:00+00:00,44.0,47.0,254.0,18.3,13.01,1069.86,85.0
2022-04-08 00:00:00+00:00,,,,18.0,12.88,,
2022-04-07 23:30:00+00:00,44.09,50.05,254.36,19.18,12.9,1066.5,85.04
2022-04-07 23:00:00+00:00,43.8,49.87,254.01,19.18,12.86,1065.01,85.03
2022-04-07 22:30:00+00:00,43.8,,254.01,,12.87,1063.25,85.0
2022-04-07 22:00:00+00:00,43.52,,254.0,,12.86,1061.6,85.0
2022-04-07 21:30:00+00:00,43.89,49.39,,19.18,12.88,1061.06,85.11
2022-04-07 21:00:00+00:00,43.89,49.38,,19.18,12.86,1061.41,84.92
2022-04-07 20:30:00+00:00,43.52,49.38,254.0,19.18,12.85,1059.0,84.91
2022-04-07 20:00:00+00:00,43.52,49.38,252.9,19.27,12.8,1056.12,84.85
2022-04-07 19:30:00+00:00,43.93,49.86,254.4,19.27,12.84,1056.8,85.05
2022-04-07 19:00:00+00:00,43.59,50.86,254.51,19.32,12.94,1056.98,85.0
2022-04-07 18:30:00+00:00,43.33,50.32,255.09,19.18,12.89,1057.5,84.67
2022-04-07 18:00:00+00:00,43.09,50.3,254.2,19.03,12.78,1047.03,84.61
2022-04-07 17:30:00+00:00,43.12,50.88,254.55,19.04,12.8,1046.82,84.24
2022-04-07 17:00:00+00:00,42.65,51.32,253.84,18.81,12.76,1042.53,84.02
2022-04-07 16:30:00+00:00,41.84,49.89,253.9,18.52,12.6,1026.76,83.6
2022-04-07 16:00:00+00:00,41.71,49.95,252.76,18.49,12.64,1034.0,83.21
2022-04-07 15:30:00+00:00,42.19,49.81,253.2,18.49,12.66,1032.93,83.11
2022-04-07 15:00:00+00:00,42.43,50.68,252.24,18.19,12.75,1038.36,83.12
2022-04-07 14:30:00+00:00,42.41,51.75,252.2,18.63,12.89,1052.01,83.16
2022-04-07 14:00:00+00:00,42.6,52.19,250.79,18.66,13.08,1064.78,83.31
2022-04-07 13:30:00+00:00,43.47,52.77,250.91,18.84,13.11,1071.09,83.26
2022-04-07 13:00:00+00:00,43.35,52.42,250.25,19.3,12.92,1052.5,83.55
2022-04-07 12:30:00+00:00,43.47,52.42,249.63,19.85,12.97,1053.25,83.72
2022-04-07 12:00:00+00:00,43.6,,249.63,19.61,13.0,1057.15,83.85
2022-04-07 11:30:00+00:00,43.81,,249.58,19.83,13.05,1061.3,83.9
2022-04-07 11:00:00+00:00,43.82,52.42,251.3,19.98,13.08,1064.06,83.94
2022-04-07 10:30:00+00:00,43.8,,248.47,20.1,13.09,1064.34,83.65
2022-04-07 10:00:00+00:00,43.8,,248.47,19.9,13.12,1067.14,83.45
2022-04-07 09:30:00+00:00,43.6,,248.47,20.0,13.11,1066.69,83.06
2022-04-07 09:00:00+00:00,43.6,51.0,251.0,19.9,13.09,1062.36,83.0
2022-04-07 08:30:00+00:00,,,251.0,19.9,13.13,1062.6,83.0
2022-04-07 08:00:00+00:00,43.6,47.03,251.0,19.52,13.13,1057.0,83.0
2022-04-07 00:00:00+00:00,,,,19.92,12.85,,83.66
2022-04-06 23:30:00+00:00,43.02,52.42,248.01,19.99,12.85,1042.0,83.66
2022-04-06 23:00:00+00:00,43.34,53.4,251.01,19.96,12.91,1047.66,83.7
2022-04-06 22:30:00+00:00,43.34,53.4,251.5,19.7,12.94,1048.0,83.72
2022-04-06 22:00:00+00:00,43.35,,251.01,19.85,12.94,1044.84,83.7
2022-04-06 21:30:00+00:00,43.35,,,19.7,12.93,1042.51,83.66
2022-04-06 21:00:00+00:00,43.34,,,19.65,12.94,1043.0,83.66
2022-04-06 20:30:00+00:00,43.34,53.4,251.01,19.75,12.92,1042.4,83.66
2022-04-06 20:00:00+00:00,43.49,53.4,247.11,19.7,12.95,1042.72,83.66
2022-04-06 19:30:00+00:00,43.55,53.51,251.41,19.41,12.99,1045.5,83.65
2022-04-06 19:00:00+00:00,43.27,52.43,250.96,19.44,13.02,1046.6,83.67
2022-04-06 18:30:00+00:00,43.74,52.54,252.07,19.52,13.14,1056.08,83.87
2022-04-06 18:00:00+00:00,43.1,49.19,250.89,19.27,12.93,1040.01,83.62
2022-04-06 17:30:00+00:00,43.64,50.8,250.97,19.32,13.08,1049.79,83.98
2022-04-06 17:00:00+00:00,43.36,50.69,251.21,19.19,12.97,1033.91,84.15
2022-04-06 16:30:00+00:00,43.66,49.88,250.64,19.12,12.88,1032.16,84.33
2022-04-06 16:00:00+00:00,42.63,49.92,250.48,18.85,12.94,1032.58,84.0
2022-04-06 15:30:00+00:00,43.3,51.07,250.32,18.83,13.01,1041.53,83.91
2022-04-06 15:00:00+00:00,43.33,51.58,248.9,19.04,13.0,1042.25,83.74
2022-04-06 14:30:00+00:00,43.37,51.51,248.41,18.85,13.01,1042.55,84.18
2022-04-06 14:00:00+00:00,43.39,51.67,248.23,18.68,12.99,1039.45,84.04
2022-04-06 13:30:00+00:00,44.3,51.5,246.65,18.87,13.06,1047.73,83.97
2022-04-06 13:00:00+00:00,46.28,54.64,247.4,19.2,13.5,1073.47,83.18
2022-04-06 12:30:00+00:00,46.27,,247.34,19.45,13.56,1066.5,83.42
2022-04-06 12:00:00+00:00,46.51,55.0,247.47,19.35,13.56,1065.08,83.45
2022-04-06 11:30:00+00:00,46.5,55.0,244.47,19.35,13.49,1066.41,83.27
2022-04-06 11:00:00+00:00,46.28,,244.47,19.35,13.54,1068.0,83.43
2022-04-06 10:30:00+00:00,46.8,,246.5,,13.58,1068.25,83.5
2022-04-06 10:00:00+00:00,46.8,55.0,246.55,18.41,13.6,1070.18,83.51
2022-04-06 09:30:00+00:00,,,238.0,18.59,13.6,1070.0,83.5
2022-04-06 09:00:00+00:00,46.8,,238.0,,13.62,1070.3,83.27
2022-04-06 08:30:00+00:00,46.8,,238.0,18.41,13.7,1074.0,83.27
2022-04-06 08:00:00+00:00,46.8,55.0,238.0,18.88,13.62,1075.0,83.64
2022-04-06 00:00:00+00:00,,,,,13.85,,82.81
2022-04-05 23:30:00+00:00,47.4,56.0,248.58,19.77,13.88,1087.0,82.9
2022-04-05 23:00:00+00:00,47.4,56.06,248.58,19.77,13.85,1085.65,82.84
2022-04-05 22:30:00+00:00,47.45,56.0,248.76,19.77,13.89,1087.5,82.9
2022-04-05 22:00:00+00:00,47.4,,248.57,19.76,13.89,1088.8,82.88
2022-04-05 21:30:00+00:00,47.4,,248.57,19.75,13.91,1090.0,82.88
2022-04-05 21:00:00+00:00,47.4,55.5,,19.8,13.9,1091.0,82.83
2022-04-05 20:30:00+00:00,47.0,,248.51,19.8,13.9,1091.11,82.81
2022-04-05 20:00:00+00:00,47.4,55.5,248.0,19.71,13.88,1087.31,82.75
2022-04-05 19:30:00+00:00,47.44,57.18,248.52,19.7,13.88,1091.15,82.77
2022-04-05 19:00:00+00:00,47.19,56.88,248.48,19.65,13.83,1090.77,83.1
2022-04-05 18:30:00+00:00,47.18,57.48,249.35,19.69,13.88,1103.26,83.54
2022-04-05 18:00:00+00:00,47.25,56.86,249.24,19.78,13.88,1102.85,83.5
2022-04-05 17:30:00+00:00,47.05,56.37,248.65,19.77,13.92,1101.62,83.7
2022-04-05 17:00:00+00:00,47.31,56.41,249.36,19.84,13.99,1102.8,83.67
2022-04-05 16:30:00+00:00,47.7,55.73,248.83,20.13,13.94,1099.72,83.41
2022-04-05 16:00:00+00:00,47.68,55.28,248.79,19.71,13.93,1093.63,83.27
2022-04-05 15:30:00+00:00,48.34,56.47,248.33,19.82,14.1,1102.83,83.23
2022-04-05 15:00:00+00:00,48.6,57.71,248.14,19.74,14.23,1115.97,83.53
2022-04-05 14:30:00+00:00,48.4,57.7,248.09,19.67,14.3,1120.37,83.42
2022-04-05 14:00:00+00:00,48.75,56.91,247.04,19.69,14.37,1126.68,83.55
2022-04-05 13:30:00+00:00,50.07,57.36,246.58,19.85,14.72,1146.2,84.48
2022-04-05 13:00:00+00:00,50.75,58.5,245.64,20.0,14.6,1136.2,83.31
2022-04-05 12:30:00+00:00,50.72,58.5,245.75,20.3,14.55,1137.5,83.5
2022-04-05 12:00:00+00:00,50.71,,245.75,20.01,14.57,1141.5,83.25
2022-04-05 11:30:00+00:00,50.68,,245.0,20.01,14.62,1143.01,83.35
2022-04-05 11:00:00+00:00,50.66,57.25,245.0,20.01,14.58,1137.13,83.4
2022-04-05 10:30:00+00:00,50.38,,242.62,19.7,14.56,1137.12,83.0
2022-04-05 10:00:00+00:00,50.01,,245.54,19.7,14.56,1135.1,83.0
2022-04-05 09:30:00+00:00,50.01,57.25,245.7,19.7,14.66,1137.0,83.33
2022-04-05 09:00:00+00:00,,,245.7,19.7,14.65,1137.5,83.33
2022-04-05 08:30:00+00:00,50.0,,245.4,19.7,14.65,1138.85,83.2
2022-04-05 08:00:00+00:00,50.0,57.5,245.4,19.7,14.65,1141.0,83.2
2022-04-05 00:00:00+00:00,,,,20.0,,,83.2
2022-04-04 23:30:00+00:00,51.01,,246.52,20.05,14.59,1139.5,83.21
2022-04-04 23:00:00+00:00,50.9,,246.52,20.05,14.61,1141.11,83.32
2022-04-04 22:30:00+00:00,50.89,58.05,246.41,20.37,14.63,1143.0,83.21
2022-04-04 22:00:00+00:00,50.89,57.5,246.41,20.37,14.63,1143.69,83.2
2022-04-04 21:30:00+00:00,50.85,,246.41,20.37,14.61,1143.3,83.06
2022-04-04 21:00:00+00:00,50.85,57.6,246.41,20.37,14.59,1145.01,83.06
2022-04-04 20:30:00+00:00,51.4,57.6,246.5,20.37,14.59,1146.51,83.05
2022-04-04 20:00:00+00:00,50.66,57.61,246.05,20.35,14.59,1146.5,83.05
2022-04-04 19:30:00+00:00,51.43,58.87,246.93,20.35,14.62,1145.53,83.16
2022-04-04 19:00:00+00:00,51.02,58.83,246.13,20.34,14.6,1141.0,83.17
2022-04-04 18:30:00+00:00,51.15,58.19,246.28,20.35,14.54,1145.78,82.95
2022-04-04 18:00:00+00:00,51.35,58.31,245.94,20.25,14.52,1146.15,82.88
2022-04-04 17:30:00+00:00,51.61,58.28,245.88,20.31,14.49,1147.2,82.62
2022-04-04 17:00:00+00:00,51.75,57.89,245.75,20.24,14.54,1144.03,82.3
2022-04-04 16:30:00+00:00,51.35,58.23,245.34,20.33,14.54,1133.36,82.22
2022-04-04 16:00:00+00:00,51.18,58.55,245.23,20.43,14.53,1132.42,82.26
2022-04-04 15:30:00+00:00,51.34,59.88,244.76,20.41,14.53,1131.9,82.47
2022-04-04 15:00:00+00:00,50.81,59.85,244.66,20.39,14.47,1133.29,82.47
2022-04-04 14:30:00+00:00,51.11,59.96,244.03,20.32,14.5,1121.08,82.57
2022-04-04 14:00:00+00:00,50.2,58.93,243.53,20.23,14.23,1107.46,82.76
2022-04-04 13:30:00+00:00,49.87,58.45,243.57,19.94,14.25,1093.49,82.68
